loc_rowid,pl_name,sy_snum,sy_pnum,sy_mnum,disc_year,pl_orbper,pl_orbsmax,pl_rade,pl_masse,pl_dens,pl_eqt,st_teff,st_logg,sy_dist
32158,TIC 237913194 b,1,1,0,2020,15.16886500,0.120700,12.520,617.22586,1.84700,974,5788.00,4.38,306.0630000
32164,TOI-1062 b,1,2,0,2021,4.11296000,0.052000,2.265,10.15000,4.85000,1077,5328.00,4.55,82.1733000
32167,TOI-1064 b,1,2,0,2022,6.44386800,0.061520,2.587,13.50000,4.30062,784,4734.00,4.60,68.0726000
32169,TOI-1064 c,1,2,0,2022,12.22657400,0.094290,2.651,2.50000,0.77191,634,4734.00,4.60,68.0726000
32174,TOI-1107 b,1,1,0,2022,4.07823870,0.056100,14.572,1064.72516,1.89000,1728,6311.00,4.05,281.3140000
32178,TOI-1130 c,1,2,0,2020,8.35038100,0.070980,16.814,309.56642,0.38000,637,4250.00,4.60,58.2609000
32192,TOI-1201 b,2,1,0,2021,2.49198630,0.028700,2.415,6.28000,2.45000,703,3476.00,4.80,37.8871000
32199,TOI-1231 b,1,1,0,2021,24.24558600,0.128800,3.650,15.40000,1.74000,330,3553.00,4.77,27.6227000
32201,TOI-1235 b,1,1,0,2020,3.44472900,0.038450,1.738,6.91000,7.40000,754,3872.00,4.65,39.6345000
32203,TOI-1235 b,1,1,0,2020,3.44471700,0.038260,1.694,5.90000,6.70000,775,3997.00,4.64,39.6345000
32205,TOI-1246 b,1,4,0,2022,4.30744000,0.049000,3.010,8.10000,1.63000,955,5151.00,4.40,169.4220000
32208,TOI-1246 c,1,4,0,2022,5.90414400,0.061000,2.510,8.80000,3.21000,860,5151.00,4.40,169.4220000
32210,TOI-1246 d,1,4,0,2022,18.65590000,0.131000,3.510,5.30000,0.70000,586,5151.00,4.40,169.4220000
32212,TOI-1246 e,1,4,0,2022,37.92160000,0.211000,3.780,14.80000,1.51000,462,5151.00,4.40,169.4220000
32214,TOI-125 b,1,3,0,2019,4.65382000,0.051860,2.726,9.50000,2.57000,1037,5320.00,4.52,111.0590000
32218,TOI-125 c,1,3,0,2019,9.15059000,0.081400,2.759,6.63000,1.73000,828,5320.00,4.52,111.0590000
32220,TOI-125 d,1,3,0,2020,19.98000000,0.137000,2.930,13.60000,2.98000,638,5320.00,4.52,111.0590000
32221,TOI-1259 A b,2,1,0,2021,3.47797800,0.040700,11.456,140.16233,0.51300,963,4775.00,4.61,118.1060000
32223,TOI-1260 b,1,3,0,2021,3.12748000,0.036600,2.340,8.60000,3.69000,860,4227.00,4.57,73.5977000
32224,TOI-1260 b,1,3,0,2021,3.12746300,0.036700,2.410,8.56000,3.35000,871,4227.00,4.57,73.5977000
32226,TOI-1260 c,1,3,0,2021,7.49313400,0.065700,2.760,13.20000,3.45000,651,4227.00,4.57,73.5977000
32228,TOI-1260 c,1,3,0,2021,7.49325000,0.065600,2.820,11.80000,2.87000,643,4227.00,4.57,73.5977000
32230,TOI-1260 d,1,3,0,2022,16.60816400,0.111600,3.120,11.84000,2.14000,499,4227.00,4.57,73.5977000
32237,TOI-1268 b,1,1,0,2022,8.15770940,0.071100,9.100,96.40000,0.71000,919,5300.00,4.55,109.5570000
32243,TOI-1272 b,1,2,0,2022,3.31599000,0.041200,4.140,24.60000,1.90000,961,4985.00,4.55,137.5720000
32252,TOI-1296 b,1,1,0,2021,3.94437150,0.049700,13.798,94.71287,0.19800,1562,5603.00,4.05,323.2650000
32253,TOI-1298 b,1,1,0,2021,4.53716400,0.059000,9.427,113.14691,0.74300,1388,5889.00,4.39,319.0360000
32256,TOI-132 b,1,1,0,2020,2.10970190,0.026000,3.420,22.40000,3.08000,1395,5397.00,4.48,163.6780000
32258,TOI-1333 b,2,1,0,2021,4.72021900,0.062600,15.648,753.25710,1.08000,1679,6274.00,4.03,200.4920000
32266,TOI-1422 b,1,1,0,2022,12.99720000,0.108000,3.960,9.00000,0.79500,867,5840.00,4.41,155.1410000
32269,TOI-1431 b,1,1,0,2021,2.65023700,0.046000,16.701,991.62463,1.17000,2370,7690.00,4.15,148.9250000
32275,TOI-1452 b,2,1,0,2022,11.06201000,0.061000,1.672,4.82000,5.60000,326,3185.00,4.95,30.5212000
32282,TOI-1478 b,1,1,0,2021,10.18024900,0.090300,11.882,270.47333,0.88000,918,5597.00,4.37,152.8920000
32284,TOI-150.01,1,1,0,2019,5.85748700,0.070370,14.067,797.75330,1.68000,1404,6255.00,4.13,336.2670000
32285,TOI-150.01,1,1,0,2019,5.85734200,0.058300,15.468,556.20250,0.83000,1493,6003.00,4.15,336.2670000
32291,TOI-157 b,1,1,0,2020,2.08454350,0.031380,14.415,375.03940,0.68600,1588,5404.00,4.28,355.6830000
32293,TOI-1601 b,1,1,0,2021,5.33175100,0.068640,13.888,314.65170,0.64000,1619,5948.00,3.94,336.6080000
32295,TOI-163 b,1,1,0,2019,4.23130600,0.058000,16.690,387.75260,0.49000,1669,6495.00,4.19,411.7190000
32298,TOI-1634 b,2,1,0,2021,0.98934300,0.015450,1.790,4.91000,4.70000,924,3550.00,4.83,35.2736000
32299,TOI-1634 b,2,1,0,2021,0.98934360,0.014900,1.749,10.14000,10.40000,920,3472.00,4.79,35.2736000
32301,TOI-1670 b,1,2,0,2022,10.98462000,0.103000,2.060,41.31769,8.60000,1062,6170.00,4.29,168.0670000
32304,TOI-1670 c,1,2,0,2022,40.74976000,0.249000,11.063,200.23190,0.81000,684,6170.00,4.29,168.0670000
32306,TOI-1685 b,1,1,0,2021,0.66914160,0.011557,1.459,3.43000,6.10000,1052,3461.00,4.78,37.6153000
32310,TOI-169 b,1,1,0,2020,2.25544770,0.035240,12.173,251.40353,0.76000,1715,5880.00,4.28,407.8400000
32318,TOI-1695 b,1,1,0,2022,3.13427910,0.033548,1.900,6.36000,5.00000,698,3690.00,4.72,45.1309000
32319,TOI-1696 b,1,1,0,2022,2.50031000,0.023500,3.240,56.60000,9.44000,533,3168.00,4.96,64.9172000
32324,TOI-172 b,1,1,0,2019,9.47725000,0.091400,10.817,1722.63860,7.53000,1198,5645.00,3.99,342.8310000
32328,TOI-1728 b,1,1,0,2020,3.49151000,0.039100,5.050,26.78000,1.14000,767,3980.00,4.66,60.7980000
32335,TOI-1759 b,1,1,0,2022,18.84997500,0.117600,3.060,6.80000,1.30000,433,3972.00,4.50,40.0654000
32336,TOI-1759 b,1,1,0,2022,18.85019000,0.117700,3.140,10.80000,1.91000,443,4065.00,4.65,40.0654000
32338,TOI-178 b,1,6,0,2021,1.91455800,0.026070,1.152,1.50000,5.40000,1040,4316.00,4.45,62.6990000
32339,TOI-178 c,1,6,0,2021,3.23845000,0.037000,1.669,4.77000,5.62000,873,4316.00,4.45,62.6990000
32342,TOI-178 d,1,6,0,2021,6.55770000,0.059200,2.572,3.01000,0.97600,690,4316.00,4.45,62.6990000
32344,TOI-178 e,1,6,0,2021,9.96188100,0.078300,2.207,3.86000,1.98000,600,4316.00,4.45,62.6990000
32345,TOI-178 f,1,6,0,2021,15.23191500,0.103900,2.287,7.72000,3.60000,521,4316.00,4.45,62.6990000
32346,TOI-178 g,1,6,0,2021,20.70950000,0.127500,2.870,3.94000,0.91500,470,4316.00,4.45,62.6990000
32348,TOI-1789 b,1,1,0,2021,3.20866400,0.048820,16.141,222.47988,0.28000,1927,5991.00,3.94,229.0670000
32354,TOI-181 b,1,1,0,2023,4.53200000,0.053900,6.956,46.16870,0.75620,895,4994.00,4.61,96.2338000
32356,TOI-1811 b,1,1,0,2023,3.71307650,0.043890,11.142,308.92921,1.23000,962,4766.00,4.58,128.2300000
32358,TOI-1820 b,1,1,0,2022,4.86067400,0.061000,12.778,731.00534,2.00000,1375,5734.00,4.24,248.5040000
32363,TOI-1899 b,1,1,0,2020,29.02000000,0.158700,12.890,209.76780,0.54000,362,3841.00,4.67,128.4380000
32365,TOI-1937 A b,2,1,0,2023,0.94667944,0.019320,13.978,638.83510,1.28000,2097,5814.00,4.40,415.1350000
32370,TOI-2025 b,1,1,0,2022,8.87207800,0.092000,12.520,1398.44499,3.90000,1167,5880.00,4.17,335.9850000
32371,TOI-2025 b,1,1,0,2022,8.87209820,0.089200,11.893,1144.18227,3.74000,1166,5977.00,4.19,335.9850000
32396,TOI-2136 b,1,1,0,2022,7.85191000,0.054000,2.090,15.00000,9.53000,403,3366.00,4.92,33.3631000
32397,TOI-2136 b,1,1,0,2022,7.85192500,0.053300,2.200,4.70000,2.39000,378,3373.00,4.88,33.3631000
32398,TOI-2136 b,1,1,0,2022,7.85192800,0.057000,2.190,6.37000,3.34000,395,3342.00,4.91,33.3631000
32399,TOI-2145 b,1,1,0,2023,10.26075000,0.110800,11.982,1671.77742,5.34000,1484,6177.00,3.79,224.7310000
32401,TOI-2152 A b,3,1,0,2023,3.37735120,0.050640,14.359,899.45439,1.67000,1802,6630.00,4.21,303.0060000
32403,TOI-2154 b,1,1,0,2023,3.82408010,0.051300,16.287,292.40213,0.37000,1580,6280.00,4.24,296.4600000
32405,TOI-2158 b,1,1,0,2022,8.60077000,0.075000,10.761,260.61929,1.14000,1188,5673.00,4.19,198.4730000
32408,TOI-216.01,1,2,0,2019,34.55600000,0.206900,11.290,200.00000,0.76000,497,5026.00,4.66,177.9450000
32411,TOI-216.02,1,2,0,2019,17.08900000,0.129300,7.690,30.00000,0.34000,628,5026.00,4.66,177.9450000
32415,TOI-2180 b,1,1,0,2022,260.79000000,0.828000,11.321,875.61726,3.32000,348,5695.00,4.06,116.6850000
32418,TOI-2193 A b,2,1,0,2022,2.12257350,0.033190,19.840,298.75870,0.06000,1763,5966.00,4.28,337.0640000
32421,TOI-2196 b,1,1,0,2022,1.19472680,0.022340,3.510,26.00000,3.31000,1860,5634.00,4.42,259.9470000
32423,TOI-220 b,1,1,0,2021,10.69526400,0.089110,3.030,13.80000,2.73000,805,5298.00,4.37,90.7402000
32427,TOI-2207 b,1,1,0,2022,8.00196800,0.085400,11.153,203.41018,0.80000,1259,6101.00,4.16,373.3450000
32429,TOI-2236 b,1,1,0,2022,3.53159020,0.050090,14.370,502.16888,0.93000,1688,6248.00,4.17,355.5900000
32440,TOI-2364 b,1,1,0,2023,4.01975170,0.048710,8.608,71.51139,0.61000,1091,5306.00,4.52,219.6140000
32448,TOI-2421 b,1,1,0,2022,4.34740320,0.054300,10.368,105.83686,0.52000,1534,5607.00,4.00,327.9270000
32454,TOI-2497 b,1,1,0,2023,10.65566900,0.116600,11.142,1531.93292,6.10000,1595,7360.00,3.96,285.2890000
32465,TOI-2567 b,1,1,0,2022,5.98394400,0.067200,10.929,63.88351,0.26900,1352,5611.00,4.04,504.7750000
32468,TOI-257 b,1,1,0,2021,18.38818000,0.152800,7.163,43.86032,0.65000,1027,6095.00,4.04,76.9028000
32469,TOI-2570 b,1,1,0,2022,2.98876150,0.041450,13.641,260.61929,0.56300,1431,5771.00,4.38,361.8570000
32472,TOI-2583 A b,2,1,0,2023,4.52072650,0.057100,14.460,79.45710,0.14400,1456,5936.00,4.18,566.1890000
32474,TOI-2587 A b,2,1,0,2023,5.45664000,0.063500,12.072,69.28659,0.21600,1445,5760.00,4.02,373.6750000
32477,TOI-269 b,1,1,0,2021,3.69771040,0.034500,2.770,8.80000,2.28000,531,3514.00,4.83,57.0225000
32481,TOI-270 b,1,3,0,2019,3.36015380,0.031970,1.206,1.58000,4.97000,581,3506.00,4.87,22.4793000
32482,TOI-270 c,1,3,0,2019,5.66057310,0.045260,2.355,6.15000,2.60000,488,3506.00,4.87,22.4793000
32485,TOI-270 d,1,3,0,2019,11.37957300,0.072100,2.133,4.78000,2.72000,387,3506.00,4.87,22.4793000
32490,TOI-2796 b,1,1,0,2023,4.80849830,0.056900,17.262,139.84450,0.15000,1205,5764.00,4.40,350.3430000
32492,TOI-2803 A b,2,1,0,2023,1.96229325,0.031850,18.114,309.88270,0.28700,1893,6280.00,4.30,494.8180000
32494,TOI-2818 b,1,1,0,2023,4.03970900,0.049300,15.278,225.65817,0.34000,1376,5721.00,4.25,312.6740000
32496,TOI-2842 b,1,1,0,2023,3.55140580,0.047500,12.845,117.59651,0.30400,1471,5910.00,4.29,460.9950000
32501,TOI-3023 b,1,1,0,2023,3.90149710,0.050500,16.432,197.05361,0.24500,1596,5760.00,4.05,389.9160000
32503,TOI-3235 b,1,1,0,2023,2.59261842,0.027090,11.400,211.35589,0.78000,604,3388.80,4.90,72.8110000
32505,TOI-3331 A b,2,1,0,2022,2.01802310,0.031440,12.980,721.47048,1.82000,1488,5609.00,4.49,217.1930000
32508,TOI-3364 b,1,1,0,2023,5.87689180,0.067500,12.229,530.77344,1.60000,1264,5706.00,4.21,277.8990000
32512,TOI-3629 b,1,1,0,2022,3.93655100,0.043000,8.295,82.63539,0.80000,690,3870.00,4.67,130.0910000
32515,TOI-3688 A b,2,1,0,2023,3.24607500,0.045600,13.081,311.47184,0.76000,1534,5950.00,4.29,396.3780000
32516,TOI-3693 b,1,1,0,2022,9.08851600,0.081300,12.599,324.18498,0.89000,801,5321.00,4.58,176.4360000
32519,TOI-3714 b,2,1,0,2022,2.15484900,0.027000,11.321,222.47988,0.85000,750,3660.00,4.75,112.7100000
32520,TOI-3757 b,1,1,0,2022,3.43875300,0.038450,12.000,85.30000,0.27000,759,3913.00,4.68,181.1390000
32523,TOI-3807 b,1,1,0,2023,2.89897270,0.042100,18.495,330.54154,0.28900,1646,5772.00,4.17,421.7450000
32524,TOI-3819 b,1,1,0,2023,3.24431410,0.046110,13.137,352.78953,0.85000,1633,5859.00,4.16,558.1410000
32526,TOI-3884 b,1,1,0,2022,4.54456970,0.035400,6.000,16.50000,0.42400,463,3269.00,4.92,43.1448000
32528,TOI-3912 b,1,1,0,2023,3.49362640,0.046300,14.280,129.03833,0.24300,1512,5725.00,4.19,465.9920000
32531,TOI-3976 A b,2,1,0,2023,6.60766200,0.074300,12.274,55.61997,0.16500,1295,5975.00,4.18,516.0870000
32532,TOI-4087 b,1,1,0,2023,3.17748350,0.044690,13.047,232.01474,0.57000,1458,6060.00,4.42,301.6760000
32538,TOI-4137 b,1,1,0,2022,3.80161220,0.052220,13.574,457.67291,1.01000,1570,6202.00,4.24,334.9930000
32540,TOI-4145 A b,2,1,0,2023,4.06644280,0.048230,13.305,136.66622,0.32000,1074,5281.00,4.53,205.3870000
32542,TOI-421 b,2,2,0,2020,5.19672000,0.056000,2.680,7.17000,2.05000,981,5325.00,4.49,74.7969000
32544,TOI-421 c,2,2,0,2020,16.06819000,0.118900,5.090,16.42000,0.68500,674,5325.00,4.49,74.7969000
32547,TOI-431 b,1,3,0,2021,0.49004700,0.011300,1.280,3.07000,8.00000,1862,4850.00,4.60,32.5686000
32550,TOI-431 d,1,3,0,2021,12.46103000,0.098000,3.290,9.90000,1.36000,633,4850.00,4.60,32.5686000
32558,TOI-4463 A b,2,1,0,2023,2.88071980,0.040360,13.260,252.35576,0.59500,1395,5640.00,4.41,173.1170000
32568,TOI-4562 b,1,1,0,2023,225.11781000,0.768000,12.530,732.00000,2.06000,318,6096.00,4.39,339.6050000
32571,TOI-4603 b,1,1,0,2023,7.24599000,0.088800,11.680,4096.80817,14.10000,1677,6264.00,3.81,225.6430000
32574,TOI-4791 b,1,1,0,2023,4.28088000,0.055500,12.442,734.18362,2.09000,1472,6058.00,4.23,328.8020000
32578,TOI-500 b,1,4,0,2022,0.54817700,0.011890,1.166,1.42000,4.89000,1617,4440.00,4.62,47.3924000
32591,TOI-5205 b,1,1,0,2023,1.63075700,0.019900,11.600,343.00000,1.21000,737,3430.00,4.84,86.4493000
32595,TOI-530 b,1,1,0,2021,6.38759700,0.052000,9.303,127.13136,0.93000,565,3659.00,4.70,148.7620000
32596,TOI-532 b,1,1,0,2021,2.32665080,0.029600,5.820,61.50000,1.72000,867,3927.00,4.67,135.0470000
32605,TOI-5542 b,1,1,0,2022,75.12375000,0.332000,11.310,419.53350,1.60000,441,5700.00,4.20,348.8490000
32608,TOI-558 b,1,1,0,2021,14.57407100,0.129100,12.173,1147.36055,3.50000,1061,6466.00,4.22,402.6300000
32610,TOI-559 b,1,1,0,2021,6.98390950,0.072300,12.229,1910.14873,5.74000,1180,5925.00,4.27,233.2660000
32612,TOI-561 b,1,4,0,2020,0.44656880,0.010600,1.425,2.00000,3.80000,2310,5372.00,4.50,85.7990000
32613,TOI-561 b,1,4,0,2020,0.44657300,0.010640,1.450,3.20000,5.50000,2480,5326.00,4.50,85.7990000
32616,TOI-561 c,1,4,0,2020,10.77883100,0.088400,2.910,5.39000,1.20000,800,5372.00,4.50,85.7990000
32617,TOI-561 c,1,4,0,2020,10.77892000,0.088800,2.900,7.00000,1.60000,860,5326.00,4.50,85.7990000
32623,TOI-561 d,1,4,0,2020,25.71240000,0.158000,2.820,13.20000,3.20000,598,5372.00,4.50,85.7990000
32625,TOI-561 e,1,4,0,2020,77.03000000,0.328000,2.550,12.60000,4.20000,415,5372.00,4.50,85.7990000
32627,TOI-564 b,1,1,0,2020,1.65114400,0.027340,11.433,464.98529,1.70000,1714,5640.00,4.36,199.5810000
32631,TOI-628 b,1,1,0,2021,3.40956750,0.048600,11.882,2011.86390,6.58000,1586,6250.00,4.30,178.6800000
32634,TOI-640 b,1,1,0,2021,5.00377750,0.066080,19.851,279.69040,0.19500,1749,6460.00,3.99,341.9970000
32636,TOI-674 b,1,1,0,2021,1.97714300,0.025000,5.250,23.60000,0.91000,635,3514.00,4.81,46.0851000
32660,TOI-763 b,1,2,0,2020,5.60570000,0.060000,2.280,9.79000,4.51000,1038,5450.00,4.45,95.1274000
32662,TOI-763 c,1,2,0,2020,12.27370000,0.101100,2.630,9.32000,2.82000,800,5450.00,4.45,95.1274000
32665,TOI-776 b,1,2,0,2020,8.24661000,0.065200,1.850,4.00000,3.40000,514,3709.00,4.73,27.1701000
32667,TOI-776 c,1,2,0,2020,15.66530000,0.100000,2.020,5.30000,3.50000,415,3709.00,4.73,27.1701000
32671,TOI-824 b,1,1,0,2020,1.39297800,0.021770,2.926,18.46700,4.03000,1253,4600.00,4.61,63.9262000
32675,TOI-836 b,1,2,0,2023,3.81673000,0.042200,1.704,4.53000,5.02000,871,4552.00,4.74,27.5024000
32678,TOI-836 c,1,2,0,2023,8.59545000,0.075000,2.587,9.60000,3.06000,665,4552.00,4.74,27.5024000
32687,TOI-905 b,1,1,0,2020,3.73949400,0.046660,13.126,211.99261,0.51500,1192,5570.00,4.50,158.6490000
32696,TOI-954 b,1,1,0,2020,3.68497290,0.049630,9.550,55.30242,0.35000,1526,5710.00,3.96,238.7680000
32699,TOI-969 b,1,2,0,2022,1.82373050,0.026360,2.765,9.10000,2.34000,941,4435.00,4.55,77.2554000
32754,TrES-1 b,2,1,0,2004,3.03006500,0.039250,11.960,238.99800,0.76900,1140,5230.00,4.57,159.6580000
32755,TrES-1 b,2,1,0,2004,3.03007280,0.039460,12.319,241.86863,0.76200,1147,5226.00,4.56,159.6580000
32765,TrES-2 b,2,1,0,2006,2.47061320,0.036700,13.955,457.67520,2.42000,1472,5850.00,4.43,215.3200000
32769,TrES-2 b,2,1,0,2006,2.47061010,0.036350,14.135,398.24099,0.83100,1467,5795.00,4.46,215.3200000
32774,TrES-2 b,2,1,0,2006,2.47061317,0.036700,13.978,380.44251,0.80000,1470,5850.00,4.43,215.3200000
32777,TrES-2 b,2,1,0,2006,2.47061323,0.035670,13.372,383.30298,0.88400,1466,5850.00,4.47,215.3200000
32793,TrES-3 b,1,1,0,2007,1.30618700,0.022760,14.684,603.55917,1.05000,1638,5650.00,4.57,231.3370000
32801,TrES-3 b,1,1,0,2007,1.30618640,0.022830,14.628,607.05530,1.14380,1630,5650.00,4.58,231.3370000
32805,TrES-3 b,1,1,0,2007,1.30619000,0.022720,14.706,615.95454,1.06500,1623,5650.00,4.58,231.3370000
32807,TrES-4 b,2,1,0,2007,3.55392680,0.050200,19.448,285.09351,0.21400,1805,6200.00,4.04,515.9800000
32812,TrES-4 b,2,1,0,2007,3.55392771,0.051600,20.602,157.00802,0.09900,1795,6295.00,4.09,515.9800000
32814,TrES-4 b,2,1,0,2007,3.55394500,0.049650,20.288,278.73691,0.19700,1861,6200.00,3.98,515.9800000
32816,TrES-4 b,2,1,0,2007,3.55394500,0.050920,19.627,292.40360,0.21300,1785,6200.00,4.06,515.9800000
32817,TrES-4 b,2,1,0,2007,3.55392460,0.050840,19.123,291.45011,0.23000,1778,6200.00,4.06,515.9800000
32821,TrES-5 b,1,1,0,2011,1.48224686,0.024590,13.384,568.91570,1.31000,1480,5171.00,4.52,360.3130000
32850,WASP-1 b,2,1,0,2007,2.51994640,0.039200,16.735,311.47340,0.36575,1830,6213.00,4.21,393.0720000
32851,WASP-1 b,2,1,0,2007,2.51994529,0.038890,16.242,268.88418,0.34609,1812,6110.00,4.19,393.0720000
32860,WASP-1 b,2,1,0,2007,2.51996100,0.038980,16.634,273.33380,0.34979,1800,6110.00,4.21,393.0720000
32866,WASP-10 b,1,1,0,2008,3.09276160,0.037800,11.960,1004.34280,3.46000,972,4675.00,4.62,140.9980000
32876,WASP-100 b,2,1,0,2014,2.84937500,0.045700,18.940,645.17000,0.53000,2190,6900.00,4.04,364.4110000
32885,WASP-101 b,1,1,0,2014,3.58572200,0.050600,15.800,158.91000,0.24000,1560,6400.00,4.34,201.2240000
32889,WASP-103 b,1,1,0,2014,0.92554200,0.019850,17.127,473.54700,0.55000,2508,6110.00,4.22,375.6470000
32895,WASP-104 b,2,1,0,2014,1.75541370,0.029180,12.745,404.26300,1.07400,1516,5475.00,4.50,185.9320000
32900,WASP-105 b,1,1,0,2017,7.87288000,0.075000,10.761,572.09400,2.65000,900,5070.00,4.20,169.2720000
32906,WASP-106 b,1,1,0,2014,9.28971500,0.091700,12.162,611.79700,1.86000,1140,6055.00,4.23,352.1810000
32913,WASP-107 b,1,2,0,2017,5.72149000,0.055000,10.536,38.13960,0.19000,770,4430.00,4.50,64.7414000
32918,WASP-11 b,3,1,0,2008,3.72246500,0.043000,10.200,168.44990,0.92000,960,4800.00,4.45,124.7300000
32921,WASP-11 b,3,1,0,2008,3.72247967,0.043750,11.097,156.37236,0.63200,992,4900.00,4.57,124.7300000
32931,WASP-113 b,1,1,0,2016,4.54216875,0.058850,15.793,150.96925,0.22800,1496,5890.00,4.20,435.1560000
32935,WASP-114 b,2,1,0,2016,1.54877430,0.028510,15.009,562.24127,0.97000,2043,5940.00,4.30,523.3370000
32938,WASP-117 b,1,1,0,2014,10.02165000,0.094590,11.444,87.55850,0.34450,1001,6038.00,4.28,157.9630000
32946,WASP-118 b,1,1,0,2016,4.04604350,0.054530,16.141,163.36462,0.23300,1729,6410.00,4.10,376.6580000
32952,WASP-119 b,1,1,0,2016,2.49979000,0.036300,15.693,390.93090,0.70000,1600,5650.00,4.26,302.4480000
