loc_rowid,pl_name,sy_snum,sy_pnum,sy_mnum,disc_year,pl_orbper,pl_orbsmax,pl_rade,pl_masse,pl_dens,pl_eqt,st_teff,st_logg,sy_dist
32959,WASP-12 b,3,1,0,2008,1.09142030,0.023400,21.297,467.21010,0.26600,2580,6360.00,4.16,427.2460000
32966,WASP-12 b,3,1,0,2008,1.09142220,0.023090,20.456,454.49690,0.29300,2523,6250.00,4.16,427.2460000
32969,WASP-12 b,3,1,0,2008,1.09142119,0.023500,20.849,638.83830,0.43400,2483,6300.00,4.38,427.2460000
32974,WASP-120 b,1,1,0,2016,3.61127060,0.051400,16.511,1541.47550,2.00000,1880,6450.00,4.04,381.1740000
32980,WASP-121 b,1,1,0,2016,1.27492550,0.025440,20.905,375.99289,0.24300,2358,6459.00,4.24,269.8980000
32986,WASP-123 b,2,1,0,2016,2.97764120,0.042630,14.773,285.72917,0.52100,1520,5740.00,4.29,197.9960000
32990,WASP-124 b,1,1,0,2016,3.37265000,0.044900,13.899,190.69800,0.43000,1400,6050.00,4.44,448.6370000
32993,WASP-126 b,1,2,0,2016,3.28880000,0.044900,10.761,88.99240,0.41000,1480,5800.00,4.28,216.5260000
33001,WASP-127 b,2,1,0,2016,4.17806200,0.052000,15.356,57.20940,0.09000,1400,5620.00,4.18,159.5070000
33004,WASP-129 b,2,1,0,2016,5.74814500,0.062800,10.424,317.83000,1.60000,1100,5900.00,4.53,301.4620000
33009,WASP-13 b,1,1,0,2009,4.35301100,0.055700,17.127,162.72896,0.17800,1531,5826.00,4.09,227.5370000
33016,WASP-130 b,1,1,0,2016,11.55098000,0.101200,9.976,390.93090,2.34000,833,5625.00,4.49,172.2560000
33019,WASP-131 b,1,1,0,2016,5.32202300,0.060700,13.675,85.81410,0.20000,1460,6030.00,4.09,200.0750000
33026,WASP-132 b,1,2,0,2016,7.13352100,0.067000,9.752,130.31030,0.84000,763,4775.00,4.61,122.9100000
33032,WASP-133 b,1,1,0,2016,2.17642300,0.034500,13.563,368.68280,0.88000,1790,5700.00,4.18,559.0840000
33041,WASP-136 b,1,1,0,2016,5.21535700,0.066100,15.468,479.92330,0.77300,1742,6260.00,3.90,275.5870000
33043,WASP-138 b,1,1,0,2016,3.63443300,0.049400,12.218,387.75260,1.20000,1590,6272.00,4.25,414.2340000
33046,WASP-139 b,2,1,0,2016,5.92426200,0.062000,8.967,37.18611,0.31000,910,5310.00,4.59,212.4720000
33054,WASP-14 b,3,1,0,2008,2.24376610,0.037200,18.304,2510.85700,2.25000,2090,6475.00,4.13,161.9970000
33059,WASP-14 b,3,1,0,2008,2.24376550,0.037000,13.899,2412.32970,4.96000,1872,6475.00,4.31,161.9970000
33062,WASP-140 b,2,1,0,2016,2.23598350,0.032300,16.141,775.50520,1.10000,1320,5260.00,4.51,117.5980000
33064,WASP-141 b,1,1,0,2016,3.31065100,0.046900,13.563,854.96270,1.98000,1540,5900.00,4.26,516.5430000
33069,WASP-142 b,1,1,0,2016,2.05286800,0.034700,17.150,266.97720,0.31000,2000,6010.00,4.13,730.9330000
33072,WASP-144 b,1,1,0,2018,2.27831520,0.031600,9.528,139.84520,0.95000,1260,5200.00,4.53,355.5130000
33077,WASP-145 A b,2,1,0,2018,1.76903810,0.026100,10.088,282.86870,1.60000,1200,4900.00,4.65,91.2990000
33083,WASP-148 b,1,2,0,2020,8.80381000,0.084500,8.093,92.48853,0.96000,940,5460.00,4.40,246.3530000
33095,WASP-15 b,1,1,0,2009,3.75209748,0.051650,15.782,188.15536,0.26300,1676,6405.00,4.19,282.0910000
33102,WASP-150 b,1,1,0,2020,5.64420700,0.069400,11.994,2688.84180,8.54000,1460,6218.00,4.15,527.9950000
33103,WASP-151 b,1,1,0,2017,4.53347100,0.055000,12.666,98.52730,0.29000,1290,5871.00,4.35,453.0990000
33108,WASP-153 b,1,1,0,2017,3.33260900,0.048000,17.374,123.95370,0.15000,1700,5914.00,4.10,610.1760000
33113,WASP-156 b,1,1,0,2017,3.83616900,0.045300,5.717,40.68224,1.30000,970,4910.00,4.60,122.0660000
33121,WASP-157 b,1,1,0,2016,3.95162050,0.052900,11.938,182.43442,0.64000,1339,5838.00,4.50,334.0370000
33124,WASP-158 b,1,1,0,2018,3.65633300,0.051700,11.994,886.74570,3.10000,1590,6350.00,4.30,524.9930000
33126,WASP-159 b,1,1,0,2018,3.84040100,0.053800,15.468,174.80650,0.28000,1850,6120.00,3.94,715.3830000
33130,WASP-16 b,1,1,0,2009,3.11860680,0.041500,13.653,264.43456,0.57200,1389,5630.00,4.36,194.1340000
33143,WASP-161 b,1,1,0,2018,5.40604250,0.067300,12.812,791.39670,2.20000,1557,6400.00,4.11,343.0800000
33149,WASP-162 b,1,1,0,2018,9.62468000,0.087100,11.209,1652.71600,6.90000,910,5300.00,4.33,310.8410000
33150,WASP-163 b,1,1,0,2018,1.60968840,0.026600,13.473,594.34210,1.42000,1638,5500.00,4.41,261.3860000
33160,WASP-166 b,1,1,0,2019,5.44354000,0.064100,7.062,32.10083,0.54000,1270,6050.00,4.34,114.1730000
33166,WASP-168 b,2,1,0,2018,4.15365800,0.051900,16.814,133.48860,0.16000,1340,6000.00,4.37,303.9410000
33172,WASP-169 b,1,1,0,2019,5.61141180,0.068100,14.617,178.30263,0.33000,1604,6110.00,3.96,627.0660000
33173,WASP-17 b,1,1,0,2009,3.73543800,0.051500,22.317,154.46538,0.08170,1771,6650.00,4.16,405.9080000
33188,WASP-170 b,1,1,0,2018,2.34478022,0.033700,12.285,508.52800,1.60000,1422,5600.00,4.47,305.6030000
33189,WASP-171 b,1,1,0,2019,3.81862440,0.050400,10.985,344.52772,1.50000,1642,5965.00,4.08,757.8400000
33192,WASP-172 b,1,1,0,2018,5.47743300,0.069400,17.598,149.38010,0.16000,1740,6900.00,4.05,538.1100000
33195,WASP-173 A b,2,1,0,2018,1.38665290,0.025080,14.404,1102.87010,2.02000,1842,5767.00,4.39,232.9800000
33198,WASP-173 A b,2,1,0,2018,1.38665318,0.024800,13.451,1172.79270,2.84000,1880,5800.00,4.37,232.9800000
33201,WASP-174 b,1,1,0,2018,4.23370050,0.055030,16.107,104.88337,0.13500,1528,6399.00,4.27,410.1490000
33205,WASP-175 b,1,1,0,2019,3.06529070,0.044030,13.540,314.65170,0.74000,1571,6229.00,4.36,539.3600000
33207,WASP-176 b,1,1,0,2020,3.89905200,0.053500,16.870,271.74465,0.31000,1721,5941.00,4.00,568.4200000
33210,WASP-177 b,1,1,0,2019,3.07172200,0.039570,17.710,161.45764,0.17200,1142,5017.00,4.49,176.8180000
33211,WASP-178 b,1,1,0,2019,3.34484120,0.054500,21.745,448.14030,0.23800,2402,8640.00,4.21,427.6780000
33213,WASP-178 b,1,1,0,2019,3.34482850,0.055800,20.288,527.59780,0.37000,2470,9360.00,4.31,427.6780000
33215,WASP-18 b,2,2,0,2009,0.94145223,0.020240,13.899,3241.84975,6.60000,2429,6432.00,4.31,123.4830000
33218,WASP-18 b,2,2,0,2009,0.94145181,0.020340,12.980,3270.47070,8.83000,2392,6400.00,4.36,123.4830000
33220,WASP-18 b,2,2,0,2009,0.94145181,0.020430,13.036,3299.07540,8.22000,2413,6455.00,4.37,123.4830000
33232,WASP-180 A b,2,1,0,2019,3.40926400,0.048000,13.899,286.04700,0.61000,1540,6600.00,4.42,253.9850000
33236,WASP-181 b,1,1,0,2019,4.51950640,0.054270,13.271,95.03117,0.23700,1186,5839.00,4.49,437.4950000
33241,WASP-182 b,1,1,0,2019,3.37698480,0.045100,9.528,47.03884,0.31800,1479,5638.00,4.22,327.6020000
33242,WASP-183 b,1,1,0,2019,4.11177710,0.046320,16.477,159.55066,0.21000,1111,5313.00,4.45,325.3770000
33246,WASP-184 b,1,1,0,2019,5.18170000,0.062700,14.908,181.16310,0.32000,1480,6000.00,4.09,663.2310000
33248,WASP-185 b,1,1,0,2019,9.38755000,0.090400,14.011,311.47340,0.66000,1160,5900.00,4.13,279.3500000
33256,WASP-189 b,1,1,0,2020,2.72403300,0.050530,18.147,632.47853,0.62199,3353,8000.00,3.90,99.7310000
33262,WASP-19 b,1,1,0,2009,0.78883899,0.016340,15.603,339.76027,0.49200,2520,5568.00,4.45,268.3250000
33265,WASP-19 b,1,1,0,2009,0.78883852,0.016520,15.861,366.77398,0.50600,2113,5616.00,4.42,268.3250000
33266,WASP-19 b,1,1,0,2009,0.78883942,0.016160,15.637,354.06262,0.51100,2067,5440.00,4.39,268.3250000
33276,WASP-192 b,1,1,0,2019,2.87867650,0.040800,13.787,731.00900,1.62000,1620,5910.00,4.24,508.8850000
33281,WASP-2 b,2,1,0,2007,2.15222600,0.031380,12.005,290.80200,0.92000,1304,5200.00,4.54,153.2420000
33283,WASP-2 b,2,1,0,2007,2.15222144,0.030920,11.915,279.69040,0.91100,1286,5170.00,4.54,153.2420000
33286,WASP-2 b,2,1,0,2007,2.15217500,0.031440,12.117,295.89973,0.91400,1311,5180.00,4.51,153.2420000
33287,WASP-2 b,2,1,0,2007,2.15222144,0.030330,11.691,269.20201,0.99400,1281,5150.00,4.53,153.2420000
33289,WASP-2 b,2,1,0,2007,2.15222144,0.030330,11.691,269.20201,0.99400,1281,5150.00,4.53,153.2420000
33297,WASP-20 b,2,1,0,2015,4.89962840,0.060000,16.388,98.84100,0.13200,1379,5940.00,4.23,211.8770000
33305,WASP-21 b,1,1,0,2010,4.32250600,0.051600,14.157,93.75985,0.18200,1340,5800.00,4.28,258.4260000
33309,WASP-22 b,1,1,0,2010,3.53273064,0.048900,13.440,196.10111,0.44400,1502,6153.00,4.34,317.6520000
33315,WASP-22 b,1,1,0,2010,3.53269000,0.046800,12.554,177.98480,0.53000,1430,6000.00,4.37,317.6520000
33326,WASP-24 b,3,1,0,2010,2.34122170,0.036350,14.605,352.47347,0.62200,1772,6107.00,4.27,322.1140000
33334,WASP-25 b,1,1,0,2010,3.76483270,0.048190,13.978,190.06234,0.38200,1210,5736.00,4.53,211.4160000
33341,WASP-26 b,2,1,0,2010,2.75659720,0.039660,13.630,324.18660,0.70300,1650,6015.00,4.26,252.7590000
33344,WASP-26 b,2,1,0,2010,2.75660000,0.040000,14.796,324.18498,0.58353,1660,5950.00,4.30,252.7590000
33354,WASP-28 b,1,1,0,2014,3.40883000,0.044690,13.597,288.26000,0.67600,1468,6150.00,4.37,348.4940000
33367,WASP-3 b,3,1,0,2007,1.84683730,0.031850,15.872,645.19490,0.89000,2020,6400.00,4.27,231.1610000
33371,WASP-3 b,3,1,0,2007,1.84683500,0.031870,16.298,654.72980,0.89000,2028,6400.00,4.26,231.1610000
33374,WASP-3 b,3,1,0,2007,1.84683400,0.031700,14.684,559.38080,1.03000,1960,6400.00,4.25,231.1610000
33401,WASP-33 b,2,1,0,2010,1.21987016,0.025900,18.820,1042.48240,0.86000,2723,7430.00,4.30,121.9440000
33416,WASP-36 b,2,1,0,2011,1.53736423,0.026430,14.359,726.55938,1.35300,1724,5880.00,4.50,386.3460000
33421,WASP-36 b,2,1,0,2011,1.53736596,0.026770,14.874,750.39663,1.26000,1733,5959.00,4.49,386.3460000
33444,WASP-39 b,1,1,0,2011,4.05529410,0.048280,14.336,89.31023,0.16700,1166,5485.00,4.45,213.9820000
33448,WASP-4 b,1,1,0,2007,1.33823144,0.023180,15.289,396.96967,0.61200,1673,5540.00,4.49,267.2060000
33449,WASP-4 b,1,1,0,2007,1.33823150,0.023290,15.368,409.68287,0.66500,1662,5500.00,4.49,267.2060000
33458,WASP-4 b,1,1,0,2007,1.33823150,0.023070,15.211,393.15571,0.65835,1661,5500.00,4.49,267.2060000
33465,WASP-41 b,1,2,0,2012,3.05240400,0.040000,13.227,298.76020,0.74000,1244,5545.00,4.53,163.3710000
33466,WASP-41 b,1,2,0,2012,3.05240154,0.041000,13.204,310.51991,0.74200,1242,5546.00,4.54,163.3710000
33472,WASP-42 b,1,1,0,2012,4.98168190,0.056100,12.576,167.49641,0.46400,1021,5315.00,4.51,177.2910000
33487,WASP-43 b,1,1,0,2011,0.81347398,0.015040,11.276,635.02434,2.43000,1427,4500.00,4.50,86.7467000
33492,WASP-44 b,1,1,0,2011,2.42380400,0.034530,12.330,276.51210,0.81100,1337,5420.00,4.49,364.5120000
33493,WASP-44 b,1,1,0,2011,2.42381200,0.034430,10.985,275.55861,1.14000,1304,5410.00,4.48,364.5120000
33504,WASP-45 b,2,1,0,2011,3.12608900,0.039630,10.604,306.38812,1.41800,1153,5150.00,4.50,211.1960000
33505,WASP-45 b,2,1,0,2011,3.12609600,0.040500,11.119,318.46566,1.27500,1170,5100.00,4.47,211.1960000
33507,WASP-46 b,1,1,0,2011,1.43036763,0.023350,13.159,607.05530,1.46700,1636,5600.00,4.49,375.3100000
33552,WASP-48 b,1,1,0,2011,2.14363544,0.033200,15.650,288.00000,0.41500,1956,6000.00,4.10,454.1440000
33554,WASP-48 b,1,1,0,2011,2.14363592,0.034400,18.719,312.74472,0.26300,2035,5920.00,4.03,454.1440000
33561,WASP-49 b,2,1,0,2012,2.78173620,0.038730,13.428,126.81417,0.28800,1400,5600.00,4.50,194.5530000
33567,WASP-5 b,1,1,0,2008,1.62842790,0.026700,12.184,502.15000,1.64000,1706,5700.00,4.39,309.1370000
33568,WASP-5 b,1,1,0,2008,1.62842960,0.026830,12.218,502.15000,1.62000,1753,5880.00,4.40,309.1370000
33571,WASP-5 b,1,1,0,2008,1.62842460,0.027400,13.171,506.93885,1.22000,1753,5770.00,4.38,309.1370000
33572,WASP-5 b,1,1,0,2008,1.62842460,0.027140,13.047,497.40395,1.32000,1732,5700.00,4.38,309.1370000
33575,WASP-5 b,1,1,0,2008,1.62842460,0.027290,13.126,520.28771,1.36000,1732,5700.00,4.38,309.1370000
33589,WASP-52 b,1,1,0,2012,1.74977980,0.027200,14.240,146.20000,0.29000,1315,5000.00,4.58,174.8180000
33596,WASP-53 b,1,2,0,2017,3.30984430,0.041010,12.038,677.61356,2.28000,1053,4953.00,4.55,201.3380000
33602,WASP-54 b,2,1,0,2012,3.69364110,0.049870,18.528,202.13100,0.18800,1759,6100.00,4.00,251.3030000
33613,WASP-55 b,2,1,0,2012,4.46562910,0.055800,14.964,199.27941,0.32900,1300,6070.00,4.42,297.4620000
33618,WASP-56 b,2,1,0,2012,4.61710100,0.054580,12.240,181.47300,0.58300,1216,5600.00,4.35,321.0840000
33621,WASP-57 b,1,1,0,2012,2.83897100,0.038600,10.267,213.57300,1.16100,1251,5600.00,4.57,398.2760000
33626,WASP-57 b,1,1,0,2012,2.83891856,0.037690,11.769,204.68252,0.69300,1338,5600.00,4.45,398.2760000
33631,WASP-58 b,2,1,0,2012,5.01718000,0.056100,15.360,282.86000,0.45000,1270,5800.00,4.27,290.4040000
33635,WASP-59 b,1,1,0,2012,7.91958500,0.069700,8.687,274.27600,2.40000,670,4650.00,4.72,115.9360000
33638,WASP-6 b,1,1,0,2009,3.36100208,0.041400,13.787,154.14755,0.32500,1184,5375.00,4.49,197.1190000
33647,WASP-60 b,1,1,0,2012,4.30500110,0.053100,9.640,163.35800,1.10000,1320,5900.00,4.35,431.0520000
33651,WASP-60 b,1,1,0,2012,4.30500400,0.055480,13.731,177.98480,0.37800,1479,6105.00,4.24,431.0520000
33657,WASP-61 b,1,1,0,2012,3.85589800,0.052100,13.563,654.72980,1.55000,1624,6250.00,4.26,488.6600000
33667,WASP-62 b,1,1,0,2012,4.41194000,0.057100,15.020,184.34140,0.32000,1475,6230.00,4.32,175.6310000
33677,WASP-64 b,2,1,0,2012,1.57329180,0.026480,14.247,403.94500,0.82300,1689,5400.00,4.39,369.9260000
33686,WASP-65 b,1,1,0,2013,2.31142430,0.033400,12.464,492.62000,1.50000,1480,5600.00,4.40,273.7030000
33701,WASP-68 b,2,1,0,2014,5.08429800,0.062060,13.900,301.93000,0.66500,1490,5911.00,4.09,226.3990000
33707,WASP-69 b,1,1,0,2014,3.86813820,0.045250,9.113,82.63200,0.29100,963,4715.00,4.54,49.9605000
33709,WASP-7 b,1,1,0,2008,4.95464160,0.061700,14.908,305.11680,0.55000,1487,6400.00,4.23,162.3030000
33712,WASP-7 b,1,1,0,2008,4.95464160,0.062400,15.401,311.47340,0.46900,1530,6520.00,4.22,162.3030000
33715,WASP-7 b,1,1,0,2008,4.95465800,0.061800,10.256,305.11680,1.67000,1379,6400.00,4.36,162.3030000
33718,WASP-7 b,1,1,0,2008,4.95464160,0.061900,15.278,305.11680,0.47300,1502,6400.00,4.21,162.3030000
33720,WASP-70 A b,2,1,0,2014,3.71302030,0.048530,13.047,187.51200,0.49900,1387,5763.00,4.31,222.3550000
33723,WASP-71 b,1,1,0,2012,2.90367470,0.046190,16.370,712.54500,0.94000,2049,6059.00,3.92,362.7150000
33729,WASP-72 b,1,1,0,2012,2.21674210,0.037080,14.240,491.37630,0.96000,2210,6250.00,3.99,434.7540000
33739,WASP-73 b,1,1,0,2014,4.08722000,0.055120,13.002,597.50000,1.59600,1790,6036.00,3.93,316.6780000
33743,WASP-74 b,1,1,0,2015,2.13774450,0.034430,15.737,262.52758,0.36970,1926,5984.00,4.14,149.2160000
33744,WASP-74 b,1,1,0,2015,2.13775000,0.037000,17.486,301.93850,0.33000,1910,5970.00,4.18,149.2160000
33752,WASP-75 b,2,1,0,2013,2.48419300,0.037500,14.235,340.06000,0.69000,1710,6100.00,4.29,294.0010000
33760,WASP-76 b,2,1,0,2016,1.80988600,0.033000,20.512,292.40360,0.20100,2160,6250.00,4.13,194.4590000
33763,WASP-77 A b,2,1,0,2012,1.36002854,0.023350,13.787,529.81995,1.11500,1715,5617.00,4.48,105.1660000
33767,WASP-77 A b,2,1,0,2012,1.36003060,0.023960,13.563,559.38080,1.23400,1674,5500.00,4.33,105.1660000
33775,WASP-78 b,1,1,0,2012,2.17517300,0.036700,23.091,273.33380,0.13100,2470,6100.00,3.84,754.2580000
33778,WASP-78 b,1,1,0,2012,2.17517632,0.036200,19.055,282.85700,0.24000,2350,6100.00,3.88,754.2580000
33785,WASP-79 b,1,1,0,2012,3.66238660,0.053500,23.430,286.03000,0.13000,1900,6600.00,4.06,246.6900000
33786,WASP-79 b,1,1,0,2012,3.66239200,0.051900,17.150,270.15550,0.31800,1716,6600.00,4.23,246.6900000
33796,WASP-80 b,1,1,0,2012,3.06785234,0.034400,11.198,170.99254,0.71700,825,4143.00,4.66,49.7876000
33807,WASP-81 b,1,1,0,2017,2.71647620,0.039080,16.018,231.69807,0.33200,1623,5870.00,4.26,398.5050000
33811,WASP-82 b,1,1,0,2015,2.70578500,0.044800,19.170,397.27000,0.33000,2200,6480.00,3.96,275.6640000
33812,WASP-82 b,1,1,0,2015,2.70578200,0.044700,18.719,394.10920,0.35400,2190,6490.00,3.97,275.6640000
33814,WASP-83 b,1,1,0,2015,4.97125200,0.059000,11.657,95.34900,0.35000,1120,5510.00,4.44,271.1030000
33820,WASP-84 b,1,1,0,2014,8.52348650,0.077100,10.559,220.56500,1.10400,797,5314.00,4.40,100.5880000
33821,WASP-84 b,1,1,0,2014,8.52349620,0.077500,10.940,218.34921,0.98300,833,5280.00,4.60,100.5880000
33837,WASP-88 b,1,1,0,2014,4.95400000,0.064310,19.055,177.98000,0.14600,1772,6431.00,3.96,523.7560000
33843,WASP-89 b,1,1,0,2015,3.35642270,0.042700,11.657,1875.19700,7.00000,1120,5130.00,4.51,290.9460000
33845,WASP-90 b,1,1,0,2016,3.91624300,0.056200,18.271,200.23290,0.19300,1840,6430.00,4.03,466.4330000
33848,WASP-91 b,1,1,0,2017,2.79858100,0.037000,11.545,425.89220,1.59000,1160,4920.00,4.30,149.9420000
33851,WASP-92 b,1,1,0,2016,2.17467420,0.034800,16.376,255.85315,0.34600,1871,6280.00,4.26,575.8890000
33857,WASP-93 b,1,1,0,2016,2.73253210,0.042110,17.901,467.21010,0.47900,1942,6700.00,4.20,370.2840000
33867,WASP-94 A b,2,2,0,2014,3.95019070,0.055000,19.280,143.65300,0.11800,1604,6153.00,4.18,211.2110000
33870,WASP-95 b,1,1,0,2014,2.18467300,0.034160,13.560,359.13000,1.13000,1570,5630.00,4.38,137.5440000
33877,WASP-96 b,1,1,0,2014,3.42526020,0.045300,13.450,152.55000,0.37000,1285,5540.00,4.42,352.4640000
33884,WASP-97 b,1,1,0,2014,2.07276000,0.033030,12.670,419.52000,1.21000,1555,5640.00,4.43,151.0680000
33890,WASP-98 b,2,1,0,2014,2.96264000,0.036000,12.330,263.79000,0.84000,1180,5525.00,4.58,281.7420000
33892,WASP-98 b,2,1,0,2014,2.96264036,0.037620,12.823,293.03926,0.76400,1171,5473.00,4.61,281.7420000
33896,WASP-99 b,1,1,0,2014,5.75251000,0.071700,12.330,883.53000,2.79000,1480,6180.00,4.12,158.6600000
33906,WTS-1 b,1,1,0,2012,3.35205700,0.047000,16.700,1274.44000,1.61000,1500,6250.00,4.40,2346.0100000
33921,Wolf 503 b,1,1,0,2018,6.00127000,0.057060,2.043,6.26000,2.92000,790,4716.00,4.62,44.5260000
33925,XO-1 b,1,1,0,2006,3.94151280,0.049440,13.518,293.67492,0.70000,1210,5750.00,4.51,163.5530000
33940,XO-2 N b,2,3,0,2007,2.61586400,0.036160,11.030,188.47319,0.77406,1328,5340.00,4.44,154.2730000
33942,XO-2 N b,2,3,0,2007,2.61586400,0.036470,11.119,176.39565,0.75677,1328,5340.00,4.44,154.2730000
33955,XO-3 b,1,1,0,2007,3.19152890,0.045290,13.989,3759.92890,8.09000,1729,6429.00,4.22,213.0530000
33970,XO-4 b,1,1,0,2008,4.12502000,0.054750,14.460,483.41943,0.94430,1630,6397.00,4.18,272.6550000
33975,XO-4 b,1,1,0,2008,4.12508280,0.054740,14.426,491.68301,0.90000,1630,6397.00,4.18,272.6550000
33977,XO-5 b,1,1,0,2008,4.18775580,0.051500,12.780,378.20000,1.06000,1230,5430.00,4.35,276.2110000
33981,XO-5 b,1,1,0,2008,4.18775700,0.049400,12.207,344.52772,1.12000,1203,5370.00,4.34,276.2110000
33983,XO-5 b,1,1,0,2008,4.18773200,0.050800,12.890,365.50450,1.02000,1244,5510.00,4.52,276.2110000
33990,XO-6 b,1,1,0,2016,3.76500070,0.081500,23.203,1398.45200,0.62000,1577,6720.00,4.04,235.4790000
33993,XO-7 b,1,1,0,2019,2.86414240,0.044210,15.390,225.34147,0.34000,1743,6250.00,4.25,234.1490000
34068,pi Men c,1,3,0,2018,6.26834000,0.067020,2.060,4.52000,2.82000,1147,5870.00,4.36,18.2702000
34070,pi Men c,1,3,0,2018,6.26790000,0.068390,2.042,4.82000,2.97000,1170,6037.00,4.42,18.2702000